"origin_geoid","conteo","suma_trip_scaled_ratio","geometry","longitud","latitud"
"1307700100431013",1,8.16,c(-98.4194692762953, 20.1241291919957),-98.4194692762953,20.1241291919957
"1307700100431016",6,115.54,c(-98.4128814386928, 20.1122846239378),-98.4128814386928,20.1122846239378
"1307700100431023",2,49.38,c(-98.4207620777773, 20.1214417160235),-98.4207620777773,20.1214417160235
"1307700100431031",1,9.47,c(-98.4110662676221, 20.1124091419114),-98.4110662676221,20.1124091419114
"1307700100431038",1,3.85,c(-98.4132157990659, 20.1151190383358),-98.4132157990659,20.1151190383358
"1307700100431058",1,3.55,c(-98.4100541326692, 20.1146921852454),-98.4100541326692,20.1146921852454
"1307700100431069",5,76.06,c(-98.4199881296705, 20.1198353042168),-98.4199881296705,20.1198353042168
"1307700100446002",4,35.94,c(-98.4171466662504, 20.111613897313),-98.4171466662504,20.111613897313
"1307700100446004",1,23.68,c(-98.4240369821035, 20.1114261952405),-98.4240369821035,20.1114261952405
"1307700100446005",1,4.79,c(-98.4208380256006, 20.1139801345971),-98.4208380256006,20.1139801345971
"1307700100446006",6,65.89,c(-98.4185548855193, 20.1143810965917),-98.4185548855193,20.1143810965917
"1307700100802012",1,8.01,c(-98.4072418288871, 20.1108088993699),-98.4072418288871,20.1108088993699
"1307700100802018",9,64.78,c(-98.410549674969, 20.1122364662243),-98.410549674969,20.1122364662243
"1307700100802019",1,5.73,c(-98.4065059608963, 20.1106259371866),-98.4065059608963,20.1106259371866
"1307700100802021",3,27.54,c(-98.4091762015978, 20.1133134404105),-98.4091762015978,20.1133134404105
"1307700101139007",1,10.68,c(-98.4094414423589, 20.1171812971163),-98.4094414423589,20.1171812971163
"1307700180554006",1,13.5,c(-98.31159841098, 20.1695962605292),-98.31159841098,20.1695962605292
"1307700180569028",1,9.2,c(-98.3226912481863, 20.1744734300282),-98.3226912481863,20.1744734300282
"1307700180569060",1,80.61,c(-98.3195057834703, 20.1814414245202),-98.3195057834703,20.1814414245202
"1307700201088014",1,3.37,c(-98.2753903671485, 20.1582619158822),-98.2753903671485,20.1582619158822
"1307700201088015",1,8.71,c(-98.2746491125719, 20.1599052761135),-98.2746491125719,20.1599052761135
"1307700201088023",1,114.4,c(-98.2769750044426, 20.1575875621782),-98.2769750044426,20.1575875621782
"1307700201088024",1,7.87,c(-98.2782512038978, 20.1603331155498),-98.2782512038978,20.1603331155498
"1307700201088029",1,24.46,c(-98.2712351215079, 20.1534410748363),-98.2712351215079,20.1534410748363
"1307700201088038",1,7.67,c(-98.2714111184417, 20.1517514242795),-98.2714111184417,20.1517514242795
"1307700201092007",1,5.91,c(-98.2634312283327, 20.1402942790679),-98.2634312283327,20.1402942790679
"1307700201092020",1,2.62,c(-98.2610987036963, 20.1398194283504),-98.2610987036963,20.1398194283504
"1307700201105015",1,6.48,c(-98.2817220231286, 20.1547229857347),-98.2817220231286,20.1547229857347
"1307700201105017",1,28.25,c(-98.2772185727422, 20.1477270626568),-98.2772185727422,20.1477270626568
"1307700201105025",2,19.97,c(-98.2817363745329, 20.1472972080624),-98.2817363745329,20.1472972080624
"1307700530770003",1,6.36,c(-98.4227203409647, 20.0685143514395),-98.4227203409647,20.0685143514395
"1307700530770010",1,5.48,c(-98.4239449160429, 20.068102140946),-98.4239449160429,20.068102140946
"1307700530770015",1,40.61,c(-98.4227283839753, 20.0701396571687),-98.4227283839753,20.0701396571687
"1307700530770017",3,31.04,c(-98.4188023826653, 20.0678819751229),-98.4188023826653,20.0678819751229
"1307700530770018",1,10.35,c(-98.4212473021269, 20.0674581101119),-98.4212473021269,20.0674581101119
"1307700530770019",1,5.4,c(-98.4227220672585, 20.0672293426772),-98.4227220672585,20.0672293426772
"1307700530770026",1,12.86,c(-98.4239979157448, 20.0669384880234),-98.4239979157448,20.0669384880234
"1307700530770027",1,4.83,c(-98.4253446624492, 20.0667744033835),-98.4253446624492,20.0667744033835
"1307700530770036",1,7.34,c(-98.4196634036423, 20.0719101700901),-98.4196634036423,20.0719101700901
"1307700530770043",1,9.81,c(-98.4192256818789, 20.0755026609239),-98.4192256818789,20.0755026609239
"1307700530785014",1,34.64,c(-98.4131498313357, 20.0693740428956),-98.4131498313357,20.0693740428956
"1307700530785019",1,8.41,c(-98.4169909970877, 20.0716254604757),-98.4169909970877,20.0716254604757
"1307700530785026",2,24.87,c(-98.4107110082588, 20.0689751152818),-98.4107110082588,20.0689751152818
"1307700530785027",24,248.87,c(-98.4129241818344, 20.068501533067),-98.4129241818344,20.068501533067
"1307700530785028",2,30.76,c(-98.4153877475819, 20.0681498554524),-98.4153877475819,20.0681498554524
"1307700530874012",1,11.06,c(-98.416402637682, 20.0760979076521),-98.416402637682,20.0760979076521
"1307700530874094",1,10.33,c(-98.4217820521668, 20.0749214205601),-98.4217820521668,20.0749214205601
"1307700680925003",1,16.01,c(-98.3366161867537, 20.1432548994315),-98.3366161867537,20.1432548994315
"1307700680925009",2,27.75,c(-98.335889856562, 20.1434443606835),-98.335889856562,20.1434443606835
"1307700680925016",1,4.33,c(-98.3418856859452, 20.1403987742718),-98.3418856859452,20.1403987742718
"1307700680925018",1,44.61,c(-98.3341491743162, 20.1428220532068),-98.3341491743162,20.1428220532068
"1307700680925030",1,18.74,c(-98.3405707214337, 20.1411660255092),-98.3405707214337,20.1411660255092
"130770068093A001",1,8.47,c(-98.3435197298915, 20.1403175357435),-98.3435197298915,20.1403175357435
"130770068093A008",1,18.87,c(-98.3441280074809, 20.1413038822527),-98.3441280074809,20.1413038822527
"130770068093A010",2,51.21,c(-98.3433395282267, 20.1414633661554),-98.3433395282267,20.1414633661554
"130770068093A014",4,45.54,c(-98.3430053285352, 20.1416014139947),-98.3430053285352,20.1416014139947
"130770068093A022",1,13.97,c(-98.3465263016999, 20.1376086538261),-98.3465263016999,20.1376086538261
"130770068093A029",1,10.28,c(-98.3414646413689, 20.1437665487365),-98.3414646413689,20.1437665487365
"1307700680944010",1,29.79,c(-98.3398802326473, 20.1442943071537),-98.3398802326473,20.1442943071537
"1307700680944028",3,25.4,c(-98.3402523382674, 20.1471901041378),-98.3402523382674,20.1471901041378
"1307700680944029",2,49.33,c(-98.3399055781025, 20.1480004756727),-98.3399055781025,20.1480004756727
"1307700681054001",1,15.86,c(-98.3433924895589, 20.1379601007874),-98.3433924895589,20.1379601007874
"130770108111A019",1,5.6,c(-98.4044028414912, 20.1207679470491),-98.4044028414912,20.1207679470491
"1307701081124002",2,18.39,c(-98.3977710322837, 20.1207268991628),-98.3977710322837,20.1207268991628
"130770145",14,204.99,c(-98.330588514731, 20.1660674966457),-98.330588514731,20.1660674966457
"130770164",175,3003.49,c(-98.4220957630165, 20.0922876579949),-98.4220957630165,20.0922876579949
"130770179",10,135.31,c(-98.3243770205653, 20.1098576768775),-98.3243770205653,20.1098576768775
"130770183",4,38.79,c(-98.2731645633834, 20.122049371398),-98.2731645633834,20.122049371398
"130770200",2,29.37,c(-98.3368684566469, 20.0825176986344),-98.3368684566469,20.0825176986344
"1307900010065023",2,57.3,c(-98.6814287738856, 20.7751925233014),-98.6814287738856,20.7751925233014
"130790046",2,152.22,c(-98.6541240941847, 20.7960758708498),-98.6541240941847,20.7960758708498
"130790050",4,96.37,c(-98.6986491843062, 20.7266880660794),-98.6986491843062,20.7266880660794
"130800013",3,27.93,c(-98.3527418686452, 20.9018822055039),-98.3527418686452,20.9018822055039
"130800028",2,759.27,c(-98.4071579499116, 20.927316899832),-98.4071579499116,20.927316899832
"130810001010A004",2,48.09,c(-98.6655823326927, 20.6432870661745),-98.6655823326927,20.6432870661745
"1308100010114006",1,80.46,c(-98.6425223387904, 20.6477619103561),-98.6425223387904,20.6477619103561
"1308100010148022",2,32.27,c(-98.6591738442668, 20.6488118505464),-98.6591738442668,20.6488118505464
"1308100010148034",1,47.8,c(-98.6634264089173, 20.6461497669255),-98.6634264089173,20.6461497669255
"1308100010148059",1,31.48,c(-98.6585590256062, 20.6496656216748),-98.6585590256062,20.6496656216748
"1308100010152001",2,86.1,c(-98.6568809782013, 20.6441562270012),-98.6568809782013,20.6441562270012
"1308100010152002",1,6.59,c(-98.6561448070025, 20.6436024260724),-98.6561448070025,20.6436024260724
"1308100010152020",2,62.64,c(-98.6595504496315, 20.6444847579536),-98.6595504496315,20.6444847579536
"1308100010152022",1,17.47,c(-98.6569041198977, 20.6461197200214),-98.6569041198977,20.6461197200214
"1308100010152023",1,10.03,c(-98.6545511408857, 20.6452802143591),-98.6545511408857,20.6452802143591
"1308100010152026",1,15.59,c(-98.6587061083224, 20.6458987856938),-98.6587061083224,20.6458987856938
"1308100010152027",3,36.76,c(-98.6580311779029, 20.646588778515),-98.6580311779029,20.646588778515
"1308100010152030",1,12.26,c(-98.6583744722156, 20.6426884924272),-98.6583744722156,20.6426884924272
"1308100010167012",1,22.89,c(-98.6502266934994, 20.643961460328),-98.6502266934994,20.643961460328
"1308100010167020",1,13.66,c(-98.6539933551582, 20.6450924106357),-98.6539933551582,20.6450924106357
"1308100010171001",1,12.2,c(-98.648924006345, 20.6495482792227),-98.648924006345,20.6495482792227
"1308100010171005",1,11.3,c(-98.6505930936897, 20.6514447404159),-98.6505930936897,20.6514447404159
"1308100010171014",2,33.66,c(-98.6515206259292, 20.6511023167694),-98.6515206259292,20.6511023167694
"1308100010171018",1,7.33,c(-98.6502605417381, 20.6465347793636),-98.6502605417381,20.6465347793636
"1308100010171021",1,31.49,c(-98.6530381113298, 20.652377522233),-98.6530381113298,20.652377522233
"1308100010186002",1,8.4,c(-98.6534446011717, 20.6478306054213),-98.6534446011717,20.6478306054213
"1308100010186005",1,8.01,c(-98.6559598323892, 20.6484301083753),-98.6559598323892,20.6484301083753
"1308100010186015",4,41,c(-98.6546717593458, 20.6472625610197),-98.6546717593458,20.6472625610197
"1308100010186016",1,14.44,c(-98.6553117734632, 20.6475388867954),-98.6553117734632,20.6475388867954
"1308100010186017",1,23.44,c(-98.6557674283955, 20.647353399714),-98.6557674283955,20.647353399714
"1308100010186019",1,14.62,c(-98.6570465849077, 20.648939635092),-98.6570465849077,20.648939635092
"1308100010186025",1,26.01,c(-98.6534259260974, 20.6454804509606),-98.6534259260974,20.6454804509606
"1308100010186026",1,4.67,c(-98.6541451871508, 20.6459407608278),-98.6541451871508,20.6459407608278
"1308100010186027",2,130.02,c(-98.6547367946577, 20.6459316998037),-98.6547367946577,20.6459316998037
"1308100010186028",1,53.94,c(-98.6553004718941, 20.6462574552378),-98.6553004718941,20.6462574552378
"1308100010186032",1,16.17,c(-98.6548416336223, 20.6518712969982),-98.6548416336223,20.6518712969982
"1308100010186039",1,7.24,c(-98.6522244309907, 20.648896271398),-98.6522244309907,20.648896271398
"1308100010237001",2,158.84,c(-98.6615146042556, 20.6498430514233),-98.6615146042556,20.6498430514233
"1308100010241040",1,35.18,c(-98.6626224837586, 20.6628975186447),-98.6626224837586,20.6628975186447
"1308100010256001",1,5.79,c(-98.6567527397946, 20.6602792659144),-98.6567527397946,20.6602792659144
"1308100010260001",1,8.18,c(-98.6606866414145, 20.6590835057438),-98.6606866414145,20.6590835057438
"1308100010260007",1,14.24,c(-98.6611121819562, 20.6571750966373),-98.6611121819562,20.6571750966373
"1308100010275022",3,127.09,c(-98.6568810327096, 20.6509990388998),-98.6568810327096,20.6509990388998
"1308100010275028",1,6.38,c(-98.656283466909, 20.6581582283995),-98.656283466909,20.6581582283995
"130810010",11,179.99,c(-98.6584671415132, 20.6350485835965),-98.6584671415132,20.6350485835965
"130810059",1,10.17,c(-98.5742514195435, 20.6549031048635),-98.5742514195435,20.6549031048635
"1308200010179003",7,140.43,c(-98.8602060187344, 19.9732551834811),-98.8602060187344,19.9732551834811
"1308200010179006",22,192.4,c(-98.8581239098488, 19.9719590036203),-98.8581239098488,19.9719590036203
"1308200010179007",1,28.64,c(-98.8595892542471, 19.9720972922101),-98.8595892542471,19.9720972922101
"1308200010179008",6,166.17,c(-98.8606765865744, 19.9728606978865),-98.8606765865744,19.9728606978865
"1308200010179009",1,23.58,c(-98.8610284671965, 19.974547422531),-98.8610284671965,19.974547422531
"1308200010179010",1,9.52,c(-98.8618092920234, 19.9753059968702),-98.8618092920234,19.9753059968702
"1308200010179013",21,362.96,c(-98.8600782996634, 19.9760548374708),-98.8600782996634,19.9760548374708
"1308200010179014",1,27.39,c(-98.8576736341298, 19.9748184457031),-98.8576736341298,19.9748184457031
"1308200010179015",3,71.8,c(-98.856014806853, 19.9752434578719),-98.856014806853,19.9752434578719
"1308200010179016",2,34.96,c(-98.8564648065862, 19.9729989063637),-98.8564648065862,19.9729989063637
"1308200010179017",15,368.06,c(-98.8566918173313, 19.9709178571384),-98.8566918173313,19.9709178571384
"1308200010179018",3,19.08,c(-98.8553472964856, 19.9699831577786),-98.8553472964856,19.9699831577786
"1308200010179019",1,3.86,c(-98.8615064433835, 19.9788159296592),-98.8615064433835,19.9788159296592
"1308200010179020",2,27.76,c(-98.858136835314, 19.9783251429154),-98.858136835314,19.9783251429154
"1308200010179021",3,60.2,c(-98.8615197708702, 19.9800398320227),-98.8615197708702,19.9800398320227
"1308200010179022",2,28.31,c(-98.8588874366513, 19.9802338676503),-98.8588874366513,19.9802338676503
"1308200010179028",1,23.11,c(-98.8620511812853, 19.9809959425019),-98.8620511812853,19.9809959425019
"1308200010179030",5,114.58,c(-98.8543203703335, 19.9725075739393),-98.8543203703335,19.9725075739393
"1308200010183001",2,24.69,c(-98.860560102073, 19.9711679624188),-98.860560102073,19.9711679624188
"1308200010183002",2,31.86,c(-98.861024978094, 19.972200121402),-98.861024978094,19.972200121402
"1308200010183004",1,17.92,c(-98.8595571280388, 19.9711408849949),-98.8595571280388,19.9711408849949
"1308200010183005",1,54.66,c(-98.8584023594356, 19.969507657165),-98.8584023594356,19.969507657165
"1308200010183006",5,118.03,c(-98.8604525587056, 19.9695089025645),-98.8604525587056,19.9695089025645
"1308200010183007",10,263.12,c(-98.8623383462826, 19.9700789563247),-98.8623383462826,19.9700789563247
"1308200010183008",82,1823.67,c(-98.8619989425498, 19.97217366007),-98.8619989425498,19.97217366007
"1308200010183009",3,48.93,c(-98.8566338817435, 19.9685802147432),-98.8566338817435,19.9685802147432
"1308200010183013",3,61.04,c(-98.8576906158067, 19.967124742644),-98.8576906158067,19.967124742644
"1308200010183015",3,44.12,c(-98.8581444687863, 19.9666999075905),-98.8581444687863,19.9666999075905
"1308200010183017",3,63.96,c(-98.8585545979639, 19.966272432158),-98.8585545979639,19.966272432158
"1308200010183019",1,16.33,c(-98.8589287559751, 19.9659517653947),-98.8589287559751,19.9659517653947
"1308200010183021",1,3.69,c(-98.8620076288837, 19.9740762398878),-98.8620076288837,19.9740762398878
"1308200010183022",1,8.47,c(-98.8617767222756, 19.9737893034849),-98.8617767222756,19.9737893034849
"1308200010183023",2,30.9,c(-98.8612167290258, 19.9737510016238),-98.8612167290258,19.9737510016238
"1308200010183024",1,1,c(-98.8592001894016, 19.9656165058206),-98.8592001894016,19.9656165058206
"1308200010287001",1,8.28,c(-98.8648411089063, 19.9766246125003),-98.8648411089063,19.9766246125003
"1308200010287006",4,40.66,c(-98.8634155116289, 19.9766698784143),-98.8634155116289,19.9766698784143
"1308200010287008",2,14.49,c(-98.8632944532496, 19.9747271428054),-98.8632944532496,19.9747271428054
"1308200010287009",4,47.86,c(-98.864208719894, 19.9733440975309),-98.864208719894,19.9733440975309
"1308200010287010",1,20.32,c(-98.866365010064, 19.9744484817255),-98.866365010064,19.9744484817255
"1308200010287011",3,49.5,c(-98.8686471623266, 19.9747908591531),-98.8686471623266,19.9747908591531
"1308200010287014",5,51.41,c(-98.8629773572173, 19.9783167324145),-98.8629773572173,19.9783167324145
"1308200010287015",2,22.16,c(-98.8651855057016, 19.9810278166119),-98.8651855057016,19.9810278166119
"1308200010287016",2,38,c(-98.8641920529938, 19.9805961638721),-98.8641920529938,19.9805961638721
"1308200010287017",1,30.35,c(-98.8631379902469, 19.9801804709275),-98.8631379902469,19.9801804709275
"1308200010287018",2,25.7,c(-98.868030740795, 19.9712385702545),-98.868030740795,19.9712385702545
"1308200010287023",1,7.58,c(-98.8632383986627, 19.9810242769895),-98.8632383986627,19.9810242769895
"1308200010291002",7,116.24,c(-98.8708835841057, 19.9749700454699),-98.8708835841057,19.9749700454699
"1308200010291007",2,33.45,c(-98.8723778346532, 19.9736079736419),-98.8723778346532,19.9736079736419
"1308200010291014",3,45.68,c(-98.8695575499951, 19.9822817326709),-98.8695575499951,19.9822817326709
"1308200010291016",10,215.59,c(-98.8733588393116, 19.9806296848318),-98.8733588393116,19.9806296848318
"1308200010342002",1,18.87,c(-98.8548036411335, 19.9751475175804),-98.8548036411335,19.9751475175804
"1308200020056001",3,41.98,c(-98.8423974124387, 20.0272239580464),-98.8423974124387,20.0272239580464
"1308200020056002",2,7.69,c(-98.8406052663131, 20.0264534949312),-98.8406052663131,20.0264534949312
"1308200020056003",4,102.9,c(-98.8413728715438, 20.0243656044892),-98.8413728715438,20.0243656044892
"1308200020056004",3,58.25,c(-98.8431643132862, 20.0251354467882),-98.8431643132862,20.0251354467882
"1308200020056005",4,119.2,c(-98.8446337263367, 20.0249665549534),-98.8446337263367,20.0249665549534
"1308200020056006",4,63.36,c(-98.8441887335705, 20.0279515283661),-98.8441887335705,20.0279515283661
"1308200020056008",3,17.25,c(-98.8398164187915, 20.0283432031526),-98.8398164187915,20.0283432031526
"1308200020056009",1,31.34,c(-98.8379489601133, 20.0277862236172),-98.8379489601133,20.0277862236172
"1308200020056011",3,17.1,c(-98.8394772554151, 20.0235544835852),-98.8394772554151,20.0235544835852
"1308200020056012",3,65.58,c(-98.8421139992498, 20.0222934746463),-98.8421139992498,20.0222934746463
"1308200020056013",5,43.33,c(-98.8439087170888, 20.0230374514888),-98.8439087170888,20.0230374514888
"1308200020056014",6,187.79,c(-98.8457410394587, 20.0238029462036),-98.8457410394587,20.0238029462036
"1308200020056015",2,21.19,c(-98.8424152573112, 20.0297474972533),-98.8424152573112,20.0297474972533
"1308200020056018",4,56.82,c(-98.842839045426, 20.0202091460685),-98.842839045426,20.0202091460685
"1308200020056019",14,168.97,c(-98.8446707013244, 20.0209424251973),-98.8446707013244,20.0209424251973
"1308200020056020",11,332.54,c(-98.8465691033407, 20.0217071863429),-98.8465691033407,20.0217071863429
"1308200020056024",2,28.65,c(-98.8393265963499, 20.0301151456626),-98.8393265963499,20.0301151456626
"1308200020056032",1,17.37,c(-98.8443212543485, 20.0265422244904),-98.8443212543485,20.0265422244904
"1308200020126006",1,1,c(-98.8502250006841, 20.0256677918322),-98.8502250006841,20.0256677918322
"1308200020126007",12,197.54,c(-98.8477001906202, 20.0188639969975),-98.8477001906202,20.0188639969975
"1308200020126009",1,6.1,c(-98.8452511456571, 20.0132191557452),-98.8452511456571,20.0132191557452
"1308200020126010",1,1.15,c(-98.8496951401455, 20.0279199881021),-98.8496951401455,20.0279199881021
"1308200020126014",16,354.44,c(-98.8459066101599, 20.0175148241235),-98.8459066101599,20.0175148241235
"1308200020126017",2,40.75,c(-98.8492326096786, 20.0221349513837),-98.8492326096786,20.0221349513837
"1308200020126022",4,70.41,c(-98.8441735820861, 20.0167986742195),-98.8441735820861,20.0167986742195
"1308200020126028",2,38.7,c(-98.846973014222, 20.0267550230061),-98.846973014222,20.0267550230061
"1308200020126040",36,648.59,c(-98.8488605802741, 20.0121528082825),-98.8488605802741,20.0121528082825
"1308200020198002",1,62.64,c(-98.8335657309654, 20.0231683973133),-98.8335657309654,20.0231683973133
"1308200020198016",1,129.25,c(-98.833121183438, 20.0249988622234),-98.833121183438,20.0249988622234
"1308200020198019",6,425.3,c(-98.837895331549, 20.0229516410979),-98.837895331549,20.0229516410979
"1308200020198055",4,104.51,c(-98.8351045402678, 20.0214378861445),-98.8351045402678,20.0214378861445
"1308200020198056",3,44.1,c(-98.8328497481729, 20.0205018360539),-98.8328497481729,20.0205018360539
"1308200020200001",1,9.24,c(-98.8349967338368, 20.0190770666905),-98.8349967338368,20.0190770666905
"1308200020200005",1,8.29,c(-98.8360473354287, 20.0182000581001),-98.8360473354287,20.0182000581001
"1308200020200007",2,16.03,c(-98.8345657454325, 20.0188906318198),-98.8345657454325,20.0188906318198
"1308200020200011",1,3.85,c(-98.8362020007284, 20.0196295636122),-98.8362020007284,20.0196295636122
"1308200020200012",2,59.12,c(-98.8369607439823, 20.0201496461166),-98.8369607439823,20.0201496461166
"1308200020200013",6,60.23,c(-98.835596970343, 20.0171278486518),-98.835596970343,20.0171278486518
"1308200020200016",1,10.88,c(-98.8380287670739, 20.0193518647852),-98.8380287670739,20.0193518647852
"1308200020200017",1,161.56,c(-98.8376311116642, 20.0209302973333),-98.8376311116642,20.0209302973333
"1308200020200021",11,153.52,c(-98.8339028903126, 20.0195740229881),-98.8339028903126,20.0195740229881
"1308200020200022",10,78.83,c(-98.8312233541448, 20.0191518383433),-98.8312233541448,20.0191518383433
"1308200020200024",1,62.52,c(-98.8398583436352, 20.0213730449212),-98.8398583436352,20.0213730449212
"1308200020200027",1,11.75,c(-98.8340798160685, 20.0145562036115),-98.8340798160685,20.0145562036115
"1308200020200028",2,61.42,c(-98.8344629852222, 20.0152080973572),-98.8344629852222,20.0152080973572
"1308200020200033",1,44.64,c(-98.8344890819454, 20.0138211693431),-98.8344890819454,20.0138211693431
"1308200020215001",2,64.93,c(-98.8399403727842, 20.0150878784989),-98.8399403727842,20.0150878784989
"1308200020215007",4,123.83,c(-98.8418676309086, 20.0166909173251),-98.8418676309086,20.0166909173251
"1308200020215008",10,288.45,c(-98.8393951452212, 20.0167209654835),-98.8393951452212,20.0167209654835
"1308200020215011",1,12.57,c(-98.8432354922614, 20.0149046548698),-98.8432354922614,20.0149046548698
"1308200020215013",1,27.82,c(-98.8401327292576, 20.0180029872701),-98.8401327292576,20.0180029872701
"1308200020215015",5,47.16,c(-98.8383443643496, 20.0179986468547),-98.8383443643496,20.0179986468547
"1308200020215019",2,63.13,c(-98.8377394142855, 20.0147685858168),-98.8377394142855,20.0147685858168
"1308200020215025",2,14.59,c(-98.8422835649031, 20.0175439919999),-98.8422835649031,20.0175439919999
"1308200020215026",6,62.93,c(-98.8410216904542, 20.0192928836595),-98.8410216904542,20.0192928836595
"1308200020215030",3,26.76,c(-98.8357788616688, 20.0130061653876),-98.8357788616688,20.0130061653876
"1308200020215034",16,581.77,c(-98.8402481534958, 20.0162815414048),-98.8402481534958,20.0162815414048
"1308200020268004",1,24.58,c(-98.8430382351495, 20.0324976790807),-98.8430382351495,20.0324976790807
"1308200020268008",4,62.38,c(-98.8417702754836, 20.0381578008606),-98.8417702754836,20.0381578008606
"1308200020268012",1,53.28,c(-98.8409895284002, 20.0343527816243),-98.8409895284002,20.0343527816243
"1308200020268014",2,149.03,c(-98.8409384732165, 20.0335858146043),-98.8409384732165,20.0335858146043
"1308200020272002",1,3.92,c(-98.8340671199848, 20.0320637543367),-98.8340671199848,20.0320637543367
"1308200020272012",7,569.02,c(-98.8326227562969, 20.0328184779049),-98.8326227562969,20.0328184779049
"1308200020272021",1,7.98,c(-98.8329454571907, 20.0298853689847),-98.8329454571907,20.0298853689847
"1308200030304003",1,49.64,c(-98.8694100558898, 19.9900302689337),-98.8694100558898,19.9900302689337
"1308200030304004",2,111,c(-98.8678696758639, 19.9893582145527),-98.8678696758639,19.9893582145527
"1308200030304005",1,9.38,c(-98.8665128027034, 19.9861717479331),-98.8665128027034,19.9861717479331
"1308200030304006",6,70.29,c(-98.8699767356335, 19.9862437946413),-98.8699767356335,19.9862437946413
"1308200030304007",3,27.6,c(-98.8725400238251, 19.9877218379033),-98.8725400238251,19.9877218379033
"1308200030304009",1,5.32,c(-98.873509976853, 19.9906969933253),-98.873509976853,19.9906969933253
"1308200030304010",1,26.77,c(-98.8709757869646, 19.9912917354109),-98.8709757869646,19.9912917354109
"1308200030304012",1,11.15,c(-98.8660050030171, 19.9888610245998),-98.8660050030171,19.9888610245998
"1308200030304013",2,25.56,c(-98.8651079797674, 19.9869995786986),-98.8651079797674,19.9869995786986
"1308200030304019",1,49.11,c(-98.8768736514707, 19.9902289609716),-98.8768736514707,19.9902289609716
"1308200030304030",1,8.39,c(-98.8677185296582, 19.9876516977923),-98.8677185296582,19.9876516977923
"1308200030304034",1,15.12,c(-98.869432083473, 19.988795725187),-98.869432083473,19.988795725187
"1308200030304043",1,15.81,c(-98.8721601459872, 19.9898835356101),-98.8721601459872,19.9898835356101
"1308200030319001",20,943.97,c(-98.8652228663585, 19.9842742088928),-98.8652228663585,19.9842742088928
"1308200030319007",2,4.12,c(-98.863652403517, 19.9826644839195),-98.863652403517,19.9826644839195
"1308200030319015",5,38.9,c(-98.8654391667734, 19.9850873152826),-98.8654391667734,19.9850873152826
"1308200030319016",1,16.32,c(-98.8644067762603, 19.985554412757),-98.8644067762603,19.985554412757
"1308200030319017",2,43.16,c(-98.8633906198043, 19.9818277679398),-98.8633906198043,19.9818277679398
"1308200030319019",1,1.01,c(-98.8679474294223, 19.9826352831404),-98.8679474294223,19.9826352831404
"1308200030319020",1,5.59,c(-98.8681892799287, 19.9833522055236),-98.8681892799287,19.9833522055236
"1308200030319021",4,228.61,c(-98.8631219571909, 19.9875443711867),-98.8631219571909,19.9875443711867
"1308200030319025",1,23.07,c(-98.8613279805698, 19.9885848445329),-98.8613279805698,19.9885848445329
"1308200030319026",8,186.61,c(-98.8612096847013, 19.985009206401),-98.8612096847013,19.985009206401
"1308200030323007",1,5.01,c(-98.8764800012338, 19.9853973144078),-98.8764800012338,19.9853973144078
"1308200030323014",1,15.46,c(-98.8725904216404, 19.9848355500675),-98.8725904216404,19.9848355500675
"1308200030323018",1,8.23,c(-98.8744994542884, 19.9839564988513),-98.8744994542884,19.9839564988513
"1308200030323021",1,6.16,c(-98.8761799430201, 19.9841892316712),-98.8761799430201,19.9841892316712
"1308200030323029",1,11.26,c(-98.8739208579801, 19.9875495434924),-98.8739208579801,19.9875495434924
"1308200030323030",1,20.51,c(-98.8734287739705, 19.9861447550627),-98.8734287739705,19.9861447550627
"1308200030338004",1,27.57,c(-98.8680212227322, 19.9921596921041),-98.8680212227322,19.9921596921041
"1308200030338005",1,57.14,c(-98.8662988156148, 19.9914961076231),-98.8662988156148,19.9914961076231
"1308200030338009",1,17.62,c(-98.8659404915448, 19.990529801741),-98.8659404915448,19.990529801741
"1308200030338011",2,46.46,c(-98.8672017624015, 19.9907889558048),-98.8672017624015,19.9907889558048
"1308200030338015",1,6.06,c(-98.8684731403305, 19.993534036489),-98.8684731403305,19.993534036489
"1308200030338020",8,196.63,c(-98.8639602436637, 19.9927433995457),-98.8639602436637,19.9927433995457
"1308200030338021",6,163.6,c(-98.8646311932999, 19.9907366925525),-98.8646311932999,19.9907366925525
"1308200030338026",6,101.1,c(-98.8612490220439, 19.9899649731323),-98.8612490220439,19.9899649731323
"1308200030338030",2,29.58,c(-98.8587775554484, 19.9909087118372),-98.8587775554484,19.9909087118372
"1308200030338031",2,24.44,c(-98.8584750870699, 19.9889360747006),-98.8584750870699,19.9889360747006
"130820018",3,93.62,c(-98.8835945322395, 20.0195070360289),-98.8835945322395,20.0195070360289
"130820022",1054,16291.29,c(-98.8283428407031, 20.0240318436075),-98.8283428407031,20.0240318436075
"1308300010119003",1,80.06,c(-98.6550581570666, 19.910273546888),-98.6550581570666,19.910273546888
"1308300010119017",5,1046.59,c(-98.6506860809749, 19.9133589621357),-98.6506860809749,19.9133589621357
"1308300010119029",1,59.78,c(-98.6597236279091, 19.9188150532473),-98.6597236279091,19.9188150532473
"1308300010123002",1,13.76,c(-98.6810709803144, 19.9186963790627),-98.6810709803144,19.9186963790627
"1308300010123007",1,10.6,c(-98.6812867366857, 19.9181303805109),-98.6812867366857,19.9181303805109
